week,search_query,search_query_score,search_quey_volume,imp_total_count,imp_ASIN_count,imp_ASIN_share,clk_total_count,clk_click_rate,clk_ASIN_count,clk_ASIN_share,cart_total_count,cart_add_rate,cart_ASIN_count,cart_ASIN_share,pur_total_count,pur_purchase_rate,pur_ASIN_count,pur_ASIN_share
Week 33,asd fidget toys,94,7,330,11,0.0333,2,0.1538,1,0.5,2,0.1538,1,0.5,0,0,0,-
Week 33,strechy fidget,95,4,133,11,0.0827,1,0.1429,1,1,1,0.1429,1,1,0,0,0,-
Week 33,chew toys for toddlers,96,23,1688,10,0.0059,27,0.3553,1,0.037,9,0.1184,1,0.1111,3,0.0395,0,0
Week 33,asmr toys,97,618,42012,300,0.0071,410,0.2127,0,0,135,0.07,0,0,5,0.0026,0,0
Week 33,autism support classroom,98,8,722,6,0.0083,19,0.5,1,0.0526,11,0.2895,1,0.0909,1,0.0263,0,0
Week 33,fidget toys for disabled adults,99,1,228,6,0.0263,4,0.3333,1,0.25,2,0.1667,1,0.5,0,0,0,-
Week 33,kids anxiety toys,100,20,1025,6,0.0059,9,0.1667,1,0.1111,3,0.0556,1,0.3333,0,0,0,-
Week 32,autism sensory toys,1,4141,354021,4652,0.0131,4372,0.2715,30,0.0069,1414,0.0878,14,0.0099,228,0.0142,4,0.0175
Week 32,sensory toys,2,19207,1507570,3927,0.0026,18791,0.2861,19,0.001,7058,0.1075,6,0.0009,940,0.0143,3,0.0032
Week 32,vibrator adult sensory toys,3,2465,215901,2112,0.0098,1841,0.2093,10,0.0054,196,0.0223,0,0,33,0.0038,0,0
Week 32,autism toys,4,1538,145380,903,0.0062,1597,0.2419,3,0.0019,477,0.0723,2,0.0042,72,0.0109,1,0.0139
Week 32,bunmo sensory toys,5,136,6335,290,0.0458,137,0.5373,6,0.0438,95,0.3725,5,0.0526,33,0.1294,0,0
Week 32,calming toys for kids,6,484,45052,187,0.0042,714,0.3604,2,0.0028,293,0.1479,2,0.0068,43,0.0217,1,0.0233
Week 32,autism sensory products,7,512,60009,989,0.0165,519,0.1981,5,0.0096,138,0.0527,1,0.0072,13,0.005,0,0
Week 32,sensory wall,8,580,56214,122,0.0022,744,0.3314,2,0.0027,164,0.0731,2,0.0122,8,0.0036,1,0.125
Week 32,sensory,9,2504,243059,386,0.0016,2590,0.2498,4,0.0015,1009,0.0973,3,0.003,84,0.0081,0,0
Week 32,fidget,10,11217,895798,835,0.0009,8664,0.2386,5,0.0006,2295,0.0632,1,0.0004,340,0.0094,0,0
Week 32,stretchy toys,11,618,51621,791,0.0153,632,0.2701,5,0.0079,172,0.0735,1,0.0058,21,0.009,0,0
Week 32,stretchy fidget toy,12,108,6640,178,0.0268,108,0.3673,2,0.0185,45,0.1531,1,0.0222,14,0.0476,1,0.0714
Week 32,fidget toys,13,58870,4622877,225,0,54887,0.2848,4,0.0001,16271,0.0844,3,0.0002,3266,0.0169,0,0
Week 32,sensory toys for special needs,14,56,5054,80,0.0158,43,0.2205,2,0.0465,10,0.0513,1,0.1,1,0.0051,1,1
Week 32,asd toys,15,52,4623,47,0.0102,51,0.2525,2,0.0392,12,0.0594,1,0.0833,2,0.0099,1,0.5
Week 32,autistic toddler toys,16,22,2268,46,0.0203,43,0.3981,2,0.0465,20,0.1852,1,0.05,2,0.0185,1,0.5
Week 32,b082d7wvt8,17,5,47,5,0.1064,3,0.6,3,1,1,0.2,1,1,1,0.2,1,1
Week 32,bunmo sensory toys - calming textured silly stretchy strings,18,28,1111,38,0.0342,25,0.7576,1,0.04,22,0.6667,1,0.0455,12,0.3636,1,0.0833
Week 32,sensory fidgets for autism,19,17,972,27,0.0278,11,0.2558,1,0.0909,9,0.2093,1,0.1111,1,0.0233,1,1
Week 32,tactile sensory toys for adults,20,29,3353,22,0.0066,45,0.3571,1,0.0222,9,0.0714,1,0.1111,3,0.0238,1,0.3333
Week 32,sensory objects for kids,21,6,572,16,0.028,10,0.3333,1,0.1,6,0.2,1,0.1667,2,0.0667,1,0.5
Week 32,sky nook,22,94,5325,16,0.003,103,0.5508,1,0.0097,36,0.1925,1,0.0278,8,0.0428,1,0.125
Week 32,baby cord toy,23,13,690,15,0.0217,18,0.5294,1,0.0556,5,0.1471,1,0.2,3,0.0882,1,0.3333
Week 32,sensory toys autism adult,24,7,321,10,0.0312,6,0.3529,1,0.1667,3,0.1765,1,0.3333,1,0.0588,1,1
Week 32,stretchy kids ropes,25,1,76,8,0.1053,4,1,1,0.25,2,0.5,1,0.5,1,0.25,1,1
Week 32,sensory toys chew,26,13,1102,7,0.0064,17,0.3091,1,0.0588,6,0.1091,1,0.1667,3,0.0545,1,0.3333
Week 32,adult fidget,27,455,42699,6,0.0001,516,0.2577,1,0.0019,89,0.0445,1,0.0112,20,0.01,1,0.05
Week 32,pull straws fidget,28,3,95,5,0.0526,3,0.6,1,0.3333,3,0.6,1,0.3333,2,0.4,1,0.5
Week 32,sensory items for counselors,29,3,588,5,0.0085,6,0.6,1,0.1667,2,0.2,1,0.5,2,0.2,1,0.5
Week 32,squiggly toys,30,4,258,5,0.0194,5,0.7143,1,0.2,1,0.1429,1,1,1,0.1429,1,1
Week 32,autism sensory toys bunmo,31,3,142,4,0.0282,3,0.75,1,0.3333,3,0.75,1,0.3333,3,0.75,1,0.3333
Week 32,fidget toys texture,32,3,262,4,0.0153,1,0.1667,1,1,1,0.1667,1,1,1,0.1667,1,1
Week 32,manipulatives for autistic adults,33,1,180,3,0.0167,3,1,1,0.3333,3,1,1,0.3333,3,1,1,0.3333
Week 32,occupational therapy sensory balls,34,1,66,3,0.0455,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1
Week 32,sensory toys for autistic kids,35,9,898,3,0.0033,7,0.2692,1,0.1429,1,0.0385,1,1,1,0.0385,1,1
Week 32,stretch fidget noodle thick,36,1,57,3,0.0526,2,0.6667,1,0.5,1,0.3333,1,1,1,0.3333,1,1
Week 32,string for autistic kids,37,2,769,3,0.0039,6,0.1463,1,0.1667,2,0.0488,1,0.5,2,0.0488,1,0.5
Week 32,adult figit items,38,12,512,2,0.0039,10,0.4348,1,0.1,2,0.087,1,0.5,1,0.0435,1,1
Week 32,fidget tools for pickers,39,1,361,2,0.0055,10,0.5263,1,0.1,2,0.1053,1,0.5,1,0.0526,1,1
Week 32,kids fidget rope,40,1,60,2,0.0333,1,1,1,1,1,1,1,1,1,1,1,1
Week 32,sensory toy squish,41,3,99,2,0.0202,2,0.6667,1,0.5,1,0.3333,1,1,1,0.3333,1,1
Week 32,silly putty sensory,42,2,139,2,0.0144,4,0.5714,1,0.25,2,0.2857,1,0.5,1,0.1429,1,1
Week 32,toddler stretchy strings,43,1,38,2,0.0526,2,1,1,0.5,2,1,1,0.5,1,0.5,1,1
Week 32,fidget toys and textured sensory,44,1,48,1,0.0208,1,1,1,1,1,1,1,1,1,1,1,1
Week 32,fidget toys and textured sensory toys by bunmo - textured stretchy,45,1,24,1,0.0417,1,1,1,1,1,1,1,1,1,1,1,1
Week 32,fidget toys textured sensory toys by bun on,46,1,60,1,0.0167,1,1,1,1,1,1,1,1,1,1,1,1
Week 32,figets for autism,47,1,20,1,0.05,2,2,1,0.5,2,2,1,0.5,2,2,1,0.5
Week 32,squishy chew pen,48,1,54,1,0.0185,1,0.3333,1,1,1,0.3333,1,1,1,0.3333,1,1
Week 32,sensory items,49,469,41932,387,0.0092,389,0.2602,2,0.0051,176,0.1177,2,0.0114,25,0.0167,0,0
Week 32,sensory items for classroom,50,1210,123247,538,0.0044,1766,0.3468,4,0.0023,934,0.1834,1,0.0011,75,0.0147,0,0
Week 32,stretchy strings fidget toys,51,101,6645,171,0.0257,122,0.4586,7,0.0574,53,0.1992,2,0.0377,11,0.0414,0,0
Week 32,sensory toys for autistic children,52,4354,425287,592,0.0014,5636,0.3067,2,0.0004,2062,0.1122,1,0.0005,310,0.0169,0,0
Week 32,sensory rope,53,9,707,43,0.0608,10,0.3125,4,0.4,7,0.2188,2,0.2857,2,0.0625,0,0
Week 32,sensory for autism,54,32,3779,53,0.014,32,0.1951,2,0.0625,10,0.061,2,0.2,1,0.0061,0,0
Week 32,fidget toys and textured sensory toys by bunmo,55,6,244,9,0.0369,4,0.6667,3,0.75,3,0.5,2,0.6667,0,0,0,-
Week 32,autistic safety,56,17,1792,26,0.0145,23,0.2447,2,0.087,7,0.0745,2,0.2857,0,0,0,-
Week 32,bunmo,57,107,6825,230,0.0337,116,0.4957,3,0.0259,39,0.1667,1,0.0256,5,0.0214,0,0
Week 32,fidgets preschoolers,58,4,723,11,0.0152,18,0.4737,2,0.1111,9,0.2368,2,0.2222,0,0,0,-
Week 32,spin again toy,59,35,1921,7,0.0036,43,0.4778,2,0.0465,23,0.2556,2,0.087,4,0.0444,0,0
Week 32,tentacle dildo,60,460,29026,513,0.0177,181,0.1148,2,0.011,31,0.0197,0,0,5,0.0032,0,0
Week 32,asmr toys,61,684,48476,250,0.0052,426,0.1886,2,0.0047,144,0.0637,1,0.0069,8,0.0035,0,0
Week 32,anxiety toys,62,899,65643,525,0.008,652,0.2228,1,0.0015,131,0.0448,0,0,23,0.0079,0,0
Week 32,stress toys for kids,63,355,23946,175,0.0073,287,0.2621,3,0.0105,111,0.1014,1,0.009,21,0.0192,0,0
Week 32,fidget toys for toddlers 1-3,64,529,45377,146,0.0032,809,0.3784,3,0.0037,244,0.1141,1,0.0041,58,0.0271,0,0
Week 32,sensory squishy toys,65,72,5810,130,0.0224,104,0.4664,3,0.0288,35,0.157,1,0.0286,15,0.0673,0,0
Week 32,stim toy,66,475,35728,158,0.0044,405,0.257,2,0.0049,99,0.0628,1,0.0101,15,0.0095,0,0
Week 32,autistic toys for boys 5-7,67,175,18757,175,0.0093,234,0.2687,1,0.0043,58,0.0666,1,0.0172,9,0.0103,0,0
Week 32,kids sensory,68,71,5573,95,0.017,58,0.2214,3,0.0517,19,0.0725,1,0.0526,2,0.0076,0,0
Week 32,toys for kids with autism,69,229,23757,139,0.0059,311,0.2789,1,0.0032,111,0.0996,1,0.009,23,0.0206,0,0
Week 32,sensory table materials,70,191,17073,94,0.0055,272,0.3831,2,0.0074,119,0.1676,1,0.0084,4,0.0056,0,0
Week 32,sensory autism,71,59,6974,83,0.0119,71,0.2582,2,0.0282,29,0.1055,1,0.0345,2,0.0073,0,0
Week 32,heroes of goo jit zu dino x-ray,72,91,6244,81,0.013,135,0.4704,2,0.0148,23,0.0801,1,0.0435,3,0.0105,0,0
Week 32,sensory table,73,4018,270254,112,0.0004,3582,0.2942,1,0.0003,843,0.0692,1,0.0012,61,0.005,0,0
Week 32,sensory toys for kids 5-7,74,1273,104292,398,0.0038,1344,0.2736,0,0,538,0.1095,0,0,79,0.0161,0,0
Week 32,autistic sensory toys,75,118,10390,62,0.006,101,0.2154,2,0.0198,23,0.049,1,0.0435,6,0.0128,0,0
Week 32,stimming toys,76,57,4184,97,0.0232,37,0.1917,1,0.027,12,0.0622,1,0.0833,1,0.0052,0,0
Week 32,figit,77,508,36098,95,0.0026,350,0.2446,1,0.0029,106,0.0741,1,0.0094,15,0.0105,0,0
Week 32,sensory corner,78,66,5894,57,0.0097,71,0.271,2,0.0282,22,0.084,1,0.0455,1,0.0038,0,0
Week 32,weird gadgets,79,424,49875,379,0.0076,339,0.1881,0,0,66,0.0366,0,0,2,0.0011,0,0
Week 32,stretchy fidgets,80,22,1084,38,0.0351,16,0.3404,2,0.125,7,0.1489,1,0.1429,2,0.0426,0,0
Week 32,best gifts for autistic teenager,81,90,8876,74,0.0083,83,0.2345,1,0.012,11,0.0311,1,0.0909,3,0.0085,0,0
Week 32,poppin pipes,82,86,3725,74,0.0199,94,0.6309,1,0.0106,44,0.2953,1,0.0227,12,0.0805,0,0
Week 32,sensory toys squishy,83,13,1345,32,0.0238,21,0.3559,2,0.0952,10,0.1695,1,0.1,3,0.0508,0,0
Week 32,toys for autistic children age 5-7,84,385,41063,325,0.0079,439,0.2386,1,0.0023,119,0.0647,0,0,30,0.0163,0,0
Week 32,soft fidget toys,85,50,3484,60,0.0172,71,0.4176,1,0.0141,30,0.1765,1,0.0333,3,0.0176,0,0
Week 32,sensory noodles for toddlers 1-3,86,4,697,18,0.0258,5,0.2083,2,0.4,2,0.0833,1,0.5,1,0.0417,0,0
Week 32,sensory worms,87,15,633,18,0.0284,13,0.5,2,0.1538,4,0.1538,1,0.25,0,0,0,-
Week 32,toys for the blind and visually impaired,88,7,1585,14,0.0088,16,0.25,2,0.125,5,0.0781,1,0.2,1,0.0156,0,0
Week 32,autism sensory,89,253,25776,305,0.0118,213,0.1824,1,0.0047,60,0.0514,0,0,2,0.0017,0,0
Week 32,frog squishy,90,102,8054,49,0.0061,99,0.2946,1,0.0101,30,0.0893,1,0.0333,6,0.0179,0,0
Week 32,juegos sensoriales para niños con autismo,91,7,986,5,0.0051,20,0.3774,2,0.1,5,0.0943,1,0.2,0,0,0,-
Week 32,rubber toy sensory,92,1,114,4,0.0351,9,1.5,2,0.2222,5,0.8333,1,0.2,0,0,0,-
Week 32,special needs toys,93,319,31859,297,0.0093,259,0.187,1,0.0039,78,0.0563,0,0,7,0.0051,0,0
Week 32,silicon toys for kids,94,2,76,3,0.0395,3,0.75,2,0.6667,1,0.25,1,1,0,0,0,-
Week 32,adaptive toys for special needs children,95,54,7480,37,0.0049,92,0.2958,1,0.0109,40,0.1286,1,0.025,4,0.0129,0,0
Week 32,sensory squeeze toys,96,21,2052,33,0.0161,34,0.3119,1,0.0294,13,0.1193,1,0.0769,5,0.0459,0,0
Week 32,kids play room ideas,97,46,6738,32,0.0047,85,0.2665,1,0.0118,23,0.0721,1,0.0435,0,0,0,-
Week 32,sensory tubes,98,739,44848,250,0.0056,883,0.458,2,0.0023,321,0.1665,0,0,60,0.0311,0,0
Week 32,textured sensory toys,99,9,1027,28,0.0273,15,0.2941,1,0.0667,5,0.098,1,0.2,0,0,0,-
Week 32,anti stress toys,100,155,12846,27,0.0021,202,0.3727,1,0.005,27,0.0498,1,0.037,0,0,0,-
Week 31,autism sensory toys,1,4018,355155,3020,0.0085,4547,0.2774,19,0.0042,1590,0.097,9,0.0057,227,0.0138,5,0.022
Week 31,sensory toys,2,18680,1466218,3006,0.0021,18267,0.2824,10,0.0005,6922,0.107,3,0.0004,955,0.0148,1,0.001
Week 31,autism sensory products,3,453,53875,938,0.0174,616,0.2429,13,0.0211,222,0.0875,7,0.0315,26,0.0103,2,0.0769
Week 31,toys for autistic children age 5-7,4,408,44157,363,0.0082,588,0.2922,6,0.0102,191,0.0949,3,0.0157,46,0.0229,1,0.0217
Week 31,sensory toys for autistic children,5,4040,383388,632,0.0016,5070,0.2966,4,0.0008,1995,0.1167,2,0.001,237,0.0139,1,0.0042
Week 31,autism sensory,6,253,28461,249,0.0087,222,0.1841,4,0.018,72,0.0597,3,0.0417,10,0.0083,1,0.1
Week 31,autism fidgets,7,40,2710,62,0.0229,30,0.2727,3,0.1,18,0.1636,3,0.1667,4,0.0364,1,0.25
Week 31,bunmo sensory toys,8,82,4759,242,0.0509,104,0.5778,7,0.0673,50,0.2778,4,0.08,15,0.0833,0,0
Week 31,stretchy fidget toy,9,112,6924,195,0.0282,102,0.3529,3,0.0294,35,0.1211,2,0.0571,6,0.0208,1,0.1667
Week 31,sensory toys for kids 5-7,10,1370,115259,370,0.0032,1471,0.2762,3,0.002,590,0.1108,1,0.0017,85,0.016,1,0.0118
Week 31,bunmo sensory toys - calming textured silly stretchy strings,11,11,337,16,0.0475,6,0.5,3,0.5,5,0.4167,2,0.4,2,0.1667,1,0.5
Week 31,fidget toys and textured sensory toys by bunmo,12,6,271,9,0.0332,5,0.7143,3,0.6,4,0.5714,2,0.5,2,0.2857,1,0.5
Week 31,fidget toys and textured sensory toys by bunmo - textured stretchy,13,3,109,5,0.0459,4,1,3,0.75,3,0.75,2,0.6667,2,0.5,1,0.5
Week 31,bunmo textured stretchy strings,14,4,205,10,0.0488,3,0.6,2,0.6667,3,0.6,2,0.6667,2,0.4,1,0.5
Week 31,sensory toys for autism adults,15,2,177,4,0.0226,2,0.2857,2,1,2,0.2857,2,1,1,0.1429,1,1
Week 31,sensory,16,2475,245089,282,0.0012,2640,0.2491,1,0.0004,1082,0.1021,1,0.0009,69,0.0065,1,0.0145
Week 31,stress toys for kids,17,288,24435,181,0.0074,288,0.2702,2,0.0069,103,0.0966,1,0.0097,19,0.0178,1,0.0526
Week 31,b082d7wvt8,18,8,112,9,0.0804,6,0.6667,6,1,1,0.1111,1,1,1,0.1111,1,1
Week 31,sensory noodles,19,91,5145,163,0.0317,66,0.2973,1,0.0152,30,0.1351,1,0.0333,6,0.027,1,0.1667
Week 31,best gifts for autistic teenager,20,85,8133,81,0.01,76,0.2282,3,0.0395,23,0.0691,1,0.0435,7,0.021,1,0.1429
Week 31,stimming toys for autism kids,21,61,4990,114,0.0228,50,0.2024,2,0.04,17,0.0688,1,0.0588,3,0.0121,1,0.3333
Week 31,calm corner items,22,189,15391,184,0.012,287,0.4172,5,0.0174,113,0.1642,3,0.0265,13,0.0189,0,0
Week 31,sensory toys autism,23,66,6441,96,0.0149,77,0.3031,1,0.013,39,0.1535,1,0.0256,7,0.0276,1,0.1429
Week 31,toddler chew toy sensory,24,177,13043,57,0.0044,221,0.3547,2,0.009,92,0.1477,1,0.0109,36,0.0578,1,0.0278
Week 31,bunmo autism sensory toys,25,2,57,5,0.0877,3,1,3,1,1,0.3333,1,1,1,0.3333,1,1
Week 31,sensory items for classroom,26,569,63450,448,0.0071,911,0.337,3,0.0033,473,0.175,2,0.0042,21,0.0078,0,0
Week 31,sensory toys squishy,27,22,1387,37,0.0267,30,0.411,2,0.0667,11,0.1507,1,0.0909,3,0.0411,1,0.3333
Week 31,chew toys for kids,28,397,29526,184,0.0062,315,0.2354,3,0.0095,137,0.1024,3,0.0219,39,0.0291,0,0
Week 31,stretchy toys,29,585,45863,761,0.0166,584,0.2794,1,0.0017,170,0.0813,1,0.0059,42,0.0201,0,0
Week 31,toys for autistic toddlers,30,49,4879,21,0.0043,80,0.3509,2,0.025,29,0.1272,1,0.0345,6,0.0263,1,0.1667
Week 31,sensory bulk,31,20,1723,36,0.0209,23,0.3485,1,0.0435,9,0.1364,1,0.1111,1,0.0152,1,1
Week 31,sensory rope,32,10,1065,18,0.0169,8,0.2353,1,0.125,5,0.1471,1,0.2,2,0.0588,1,0.5
Week 31,soft fidget,33,13,955,18,0.0188,7,0.175,1,0.1429,2,0.05,1,0.5,1,0.025,1,1
Week 31,bunmo super sensory textured stretchy strings,34,7,192,13,0.0677,5,0.625,1,0.2,4,0.5,1,0.25,3,0.375,1,0.3333
Week 31,teething noodles,35,3,187,9,0.0481,6,0.6,1,0.1667,2,0.2,1,0.5,1,0.1,1,1
Week 31,bungee bands fidget toy,36,4,153,7,0.0458,4,0.5,1,0.25,3,0.375,1,0.3333,1,0.125,1,1
Week 31,sensory ropes,37,2,98,6,0.0612,2,0.6667,1,0.5,1,0.3333,1,1,1,0.3333,1,1
Week 31,sensory stretchy toys,38,2,114,6,0.0526,2,0.3333,1,0.5,1,0.1667,1,1,1,0.1667,1,1
Week 31,tactile sensory toys for disabled children,39,1,109,5,0.0459,4,0.6667,1,0.25,2,0.3333,1,0.5,2,0.3333,1,0.5
Week 31,"fidget toys and textured sensory toys by bunmo - textured stretchy strings fidget toy. bumpy fidget toys for adults and kids make anxiety toys, autism sensory toys, and easter basket stuffers",40,2,89,3,0.0337,2,1,1,0.5,1,0.5,1,1,1,0.5,1,1
Week 31,bunmo stretch,41,1,19,2,0.1053,1,1,1,1,1,1,1,1,1,1,1,1
Week 31,textured strings sensory,42,1,19,2,0.1053,1,1,1,1,1,1,1,1,1,1,1,1
Week 31,chewy and stretchy toys,43,1,19,1,0.0526,1,1,1,1,1,1,1,1,1,1,1,1
Week 31,fidget toys and textured sensory toys,44,1,60,1,0.0167,1,1,1,1,1,1,1,1,1,1,1,1
Week 31,fidget toys and textured sensory toys by bunmo -,45,1,33,1,0.0303,1,1,1,1,1,1,1,1,1,1,1,1
Week 31,sensory wiggle toy,46,1,76,1,0.0132,2,0.5,1,0.5,1,0.25,1,1,1,0.25,1,1
Week 31,tapping fidgets,47,1,60,1,0.0167,1,1,1,1,1,1,1,1,1,1,1,1
Week 31,autism toys,48,1604,159738,939,0.0059,1637,0.2346,1,0.0006,538,0.0771,0,0,75,0.0107,0,0
Week 31,textured stretchy strings,49,10,586,32,0.0546,9,0.36,4,0.4444,4,0.16,3,0.75,1,0.04,0,0
Week 31,tentacle dildo,50,452,29651,425,0.0143,281,0.1722,7,0.0249,40,0.0245,1,0.025,6,0.0037,0,0
Week 31,sensory items,51,420,39390,407,0.0103,396,0.276,2,0.0051,184,0.1282,1,0.0054,16,0.0111,0,0
Week 31,chew bracelet for sensory kids,52,115,11105,97,0.0087,156,0.3498,3,0.0192,51,0.1143,2,0.0392,24,0.0538,0,0
Week 31,chill zone classroom,53,37,3986,67,0.0168,52,0.2971,3,0.0577,14,0.08,2,0.1429,4,0.0229,0,0
Week 31,calming for kids with autism,54,8,551,20,0.0363,16,0.5517,2,0.125,7,0.2414,2,0.2857,1,0.0345,0,0
Week 31,sensory tubes,55,715,40565,187,0.0046,666,0.3845,4,0.006,299,0.1726,1,0.0033,63,0.0364,0,0
Week 31,autism chew toys,56,84,6778,148,0.0218,103,0.314,5,0.0485,40,0.122,1,0.025,8,0.0244,0,0
Week 31,rubber cord,57,137,8428,70,0.0083,114,0.3551,6,0.0526,26,0.081,1,0.0385,7,0.0218,0,0
Week 31,sensory chew toys,58,338,26585,186,0.007,385,0.3024,2,0.0052,146,0.1147,1,0.0068,40,0.0314,0,0
Week 31,sensory toys for special needs,59,58,4416,79,0.0179,52,0.2796,4,0.0769,12,0.0645,1,0.0833,5,0.0269,0,0
Week 31,anger management toys,60,424,32250,178,0.0055,366,0.2697,1,0.0027,84,0.0619,1,0.0119,8,0.0059,0,0
Week 31,adult sensory items,61,234,20444,140,0.0068,231,0.2437,2,0.0087,67,0.0707,1,0.0149,9,0.0095,0,0
Week 31,squishy sensory toys,62,67,5706,138,0.0242,77,0.3249,2,0.026,31,0.1308,1,0.0323,4,0.0169,0,0
Week 31,storybots toys,63,211,15326,151,0.0099,173,0.2691,1,0.0058,39,0.0607,1,0.0256,4,0.0062,0,0
Week 31,calming toys for kids,64,460,42835,145,0.0034,684,0.3592,1,0.0015,290,0.1523,1,0.0034,28,0.0147,0,0
Week 31,quiet toys for toddlers 1-3,65,98,11592,71,0.0061,198,0.375,3,0.0152,48,0.0909,1,0.0208,13,0.0246,0,0
Week 31,stretchy toy,66,128,7833,132,0.0169,104,0.2803,1,0.0096,30,0.0809,1,0.0333,2,0.0054,0,0
Week 31,anxiety toys,67,704,53777,406,0.0075,544,0.2263,0,0,134,0.0557,0,0,16,0.0067,0,0
Week 31,oral sensory toys,68,118,7399,110,0.0149,88,0.2619,1,0.0114,18,0.0536,1,0.0556,5,0.0149,0,0
Week 31,jacobs ladder toys,69,60,2824,64,0.0227,55,0.4825,2,0.0364,25,0.2193,1,0.04,9,0.0789,0,0
Week 31,fidget toys,70,57123,4494456,95,0,53602,0.2854,1,0,16156,0.086,1,0.0001,3091,0.0165,0,0
Week 31,sensory toys for preschoolers,71,39,5288,95,0.018,63,0.3443,1,0.0159,37,0.2022,1,0.027,5,0.0273,0,0
Week 31,sensory tube,72,182,11240,89,0.0079,165,0.3466,1,0.0061,61,0.1282,1,0.0164,9,0.0189,0,0
Week 31,special needs toys,73,294,31099,305,0.0098,279,0.1973,2,0.0072,87,0.0615,0,0,19,0.0134,0,0
Week 31,sensory toys for kids,74,218,19545,85,0.0043,216,0.2784,1,0.0046,89,0.1147,1,0.0112,9,0.0116,0,0
Week 31,sensory toys for middle school students,75,19,1754,48,0.0274,30,0.4478,2,0.0667,15,0.2239,1,0.0667,4,0.0597,0,0
Week 31,sensory equipment,76,54,8211,43,0.0052,64,0.1988,2,0.0313,18,0.0559,1,0.0556,5,0.0155,0,0
Week 31,calm corner classroom,77,540,50915,333,0.0065,937,0.4027,1,0.0011,265,0.1139,0,0,31,0.0133,0,0
Week 31,toys for kids with special needs,78,19,1862,33,0.0177,19,0.2375,2,0.1053,6,0.075,1,0.1667,0,0,0,-
Week 31,fidget strings,79,12,692,30,0.0434,21,0.6563,2,0.0952,2,0.0625,1,0.5,0,0,0,-
Week 31,baby rope toy,80,14,779,23,0.0295,19,0.5429,2,0.1053,7,0.2,1,0.1429,2,0.0571,0,0
Week 31,sensory toys for older adults,81,2,283,11,0.0389,9,0.6,2,0.2222,2,0.1333,1,0.5,0,0,0,-
Week 31,stretchy strings,82,59,3943,47,0.0119,60,0.48,1,0.0167,26,0.208,1,0.0385,8,0.064,0,0
Week 31,toys for teenagers,83,208,20410,227,0.0111,97,0.1132,3,0.0309,16,0.0187,0,0,4,0.0047,0,0
Week 31,quiet sensory toys,84,40,3004,42,0.014,46,0.3309,1,0.0217,19,0.1367,1,0.0526,3,0.0216,0,0
Week 31,a wiggle sensory toys,85,1,114,4,0.0351,2,0.3333,2,1,1,0.1667,1,1,0,0,0,-
Week 31,bunmo,86,121,7376,260,0.0352,115,0.4812,2,0.0174,40,0.1674,0,0,8,0.0335,0,0
Week 31,preschool calm down corner,87,26,3328,28,0.0084,46,0.3087,1,0.0217,18,0.1208,1,0.0556,3,0.0201,0,0
Week 31,autistic adult items,88,17,1839,26,0.0141,19,0.2,1,0.0526,7,0.0737,1,0.1429,0,0,0,-
Week 31,fidgets for middle schoolers,89,20,1227,25,0.0204,14,0.2593,1,0.0714,9,0.1667,1,0.1111,2,0.037,0,0
Week 31,autism toys toddler,90,128,9223,24,0.0026,128,0.3145,1,0.0078,34,0.0835,1,0.0294,3,0.0074,0,0
Week 31,bunmo glitter stretchy strings,91,8,298,23,0.0772,11,0.9167,1,0.0909,5,0.4167,1,0.2,1,0.0833,0,0
Week 31,froogz,92,13,821,23,0.028,18,0.72,1,0.0556,8,0.32,1,0.125,0,0,0,-
Week 31,textured sensory toys,93,13,1026,23,0.0224,10,0.2083,1,0.1,2,0.0417,1,0.5,0,0,0,-
Week 31,sensory chew necklaces,94,852,70208,21,0.0003,911,0.2694,1,0.0011,349,0.1032,1,0.0029,133,0.0393,0,0
Week 31,figetget,95,357,24947,201,0.0081,238,0.2293,3,0.0126,70,0.0674,0,0,3,0.0029,0,0
Week 31,calming strips for kids,96,49,2947,17,0.0058,55,0.3901,1,0.0182,21,0.1489,1,0.0476,1,0.0071,0,0
Week 31,toys for autism,97,164,17608,310,0.0176,185,0.2444,0,0,47,0.0621,0,0,5,0.0066,0,0
Week 31,sensory toys autism adult,98,8,652,16,0.0245,6,0.2,1,0.1667,3,0.1,1,0.3333,0,0,0,-
Week 31,toddler fidget,99,54,4068,16,0.0039,55,0.285,1,0.0182,24,0.1244,1,0.0417,1,0.0052,0,0
Week 31,sensory table,100,4044,278671,308,0.0011,3634,0.2855,0,0,848,0.0666,0,0,73,0.0057,0,0
Week 30,autism sensory toys,1,3840,348376,3240,0.0093,4797,0.2964,41,0.0085,1562,0.0965,18,0.0115,251,0.0155,9,0.0359
Week 30,sensory toys,2,17690,1371351,1801,0.0013,16241,0.2685,16,0.001,6117,0.1011,9,0.0015,818,0.0135,1,0.0012
Week 30,fidget toys and textured sensory toys by bunmo,3,5,225,9,0.04,5,1,4,0.8,5,1,4,0.8,5,1,4,0.8
Week 30,bunmo sensory toys,4,67,3434,177,0.0515,65,0.5372,11,0.1692,44,0.3636,7,0.1591,11,0.0909,1,0.0909
Week 30,b082d7wvt8,5,9,82,9,0.1098,7,0.7778,7,1,2,0.2222,2,1,2,0.2222,2,1
